model,term,coef,std_err,p_value,ci_low,ci_high,nobs,rsquared,dep_mean,note
m01_policy_baseline,Intercept,0.40637000965442593,0.1104732204999316,0.00023465741426648487,0.18984647621840803,0.6228935430904439,5166,0.09991523111430423,0.4248935346496322,2021政策冲击基准模型；控制金额、金额质量标记、法院层级和案由。
m01_policy_baseline,C(court_level_code)[T.High],0.05920608153542592,0.07540256810805378,0.43233643165110736,-0.08858023629818795,0.2069923993690398,5166,0.09991523111430423,0.4248935346496322,2021政策冲击基准模型；控制金额、金额质量标记、法院层级和案由。
m01_policy_baseline,C(court_level_code)[T.Intermediate],-0.006823985949504746,0.01824035327280578,0.7083189149201213,-0.042574421429491374,0.028926449530481884,5166,0.09991523111430423,0.4248935346496322,2021政策冲击基准模型；控制金额、金额质量标记、法院层级和案由。
m01_policy_baseline,C(court_level_code)[T.Supreme],-0.028903301062684593,0.08794360560939615,0.742414791940794,-0.20126960072769573,0.14346299860232653,5166,0.09991523111430423,0.4248935346496322,2021政策冲击基准模型；控制金额、金额质量标记、法院层级和案由。
m01_policy_baseline,C(cause_code)[T.Cause01],0.13889185689423122,0.07256464795811142,0.055614660935634046,-0.0033322396544951394,0.2811159534429576,5166,0.09991523111430423,0.4248935346496322,2021政策冲击基准模型；控制金额、金额质量标记、法院层级和案由。
m01_policy_baseline,C(cause_code)[T.Cause02],0.13606838565743404,0.024567944477979622,3.0515654212587015e-08,0.08791609930641428,0.1842206720084538,5166,0.09991523111430423,0.4248935346496322,2021政策冲击基准模型；控制金额、金额质量标记、法院层级和案由。
m01_policy_baseline,C(cause_code)[T.Cause03],0.13214382529617358,0.030032315758512288,1.0822370744637094e-05,0.07328156803715477,0.19100608255519239,5166,0.09991523111430423,0.4248935346496322,2021政策冲击基准模型；控制金额、金额质量标记、法院层级和案由。
m01_policy_baseline,C(cause_code)[T.Cause04],0.40272070576829855,0.030768279804521983,3.8145082958054173e-39,0.34241598548518437,0.4630254260514127,5166,0.09991523111430423,0.4248935346496322,2021政策冲击基准模型；控制金额、金额质量标记、法院层级和案由。
m01_policy_baseline,C(cause_code)[T.Cause05],-0.2759175047447715,0.022683737872146392,4.852841549869257e-34,-0.3203768140089257,-0.23145819548061733,5166,0.09991523111430423,0.4248935346496322,2021政策冲击基准模型；控制金额、金额质量标记、法院层级和案由。
m01_policy_baseline,C(cause_code)[T.Cause06],0.3057681546857986,0.03227369968963129,2.687591979706068e-21,0.24251286564625973,0.36902344372533746,5166,0.09991523111430423,0.4248935346496322,2021政策冲击基准模型；控制金额、金额质量标记、法院层级和案由。
m01_policy_baseline,C(cause_code)[T.Cause07],0.39163728157552075,0.03843023197575473,2.1781883698222087e-24,0.3163154109855219,0.4669591521655196,5166,0.09991523111430423,0.4248935346496322,2021政策冲击基准模型；控制金额、金额质量标记、法院层级和案由。
m01_policy_baseline,C(cause_code)[T.Cause08],-0.21522171870624268,0.074995420979202,0.004107339325727121,-0.3622100428308982,-0.06823339458158717,5166,0.09991523111430423,0.4248935346496322,2021政策冲击基准模型；控制金额、金额质量标记、法院层级和案由。
m01_policy_baseline,C(cause_code)[T.Cause09],-0.15818707683137762,0.048004480101837645,0.000983318682211478,-0.2522741289275491,-0.06410002473520617,5166,0.09991523111430423,0.4248935346496322,2021政策冲击基准模型；控制金额、金额质量标记、法院层级和案由。
m01_policy_baseline,C(cause_code)[T.Cause10],0.25856584156439755,0.06096837806767841,2.2254321091979452e-05,0.13907001635592614,0.37806166677286895,5166,0.09991523111430423,0.4248935346496322,2021政策冲击基准模型；控制金额、金额质量标记、法院层级和案由。
m01_policy_baseline,C(cause_code)[T.Cause11],-0.15263537183428605,0.06136819690280095,0.012875067899766505,-0.2729148275599384,-0.0323559161086337,5166,0.09991523111430423,0.4248935346496322,2021政策冲击基准模型；控制金额、金额质量标记、法院层级和案由。
m01_policy_baseline,C(cause_code)[T.Cause12],-0.22265635647789325,0.05358594149948611,3.25107862398763e-05,-0.3276828718945563,-0.11762984106123021,5166,0.09991523111430423,0.4248935346496322,2021政策冲击基准模型；控制金额、金额质量标记、法院层级和案由。
m01_policy_baseline,C(cause_code)[T.Cause13],0.15914897904368389,0.0911700676713349,0.08087569717293086,-0.019541070060212024,0.3378390281475798,5166,0.09991523111430423,0.4248935346496322,2021政策冲击基准模型；控制金额、金额质量标记、法院层级和案由。
m01_policy_baseline,C(cause_code)[T.Cause14],0.1980709938537081,0.10209523410851078,0.05237226283633733,-0.002031987992158313,0.3981739756995745,5166,0.09991523111430423,0.4248935346496322,2021政策冲击基准模型；控制金额、金额质量标记、法院层级和案由。
m01_policy_baseline,C(cause_code)[T.Cause15],-0.2308504587612017,0.06898789328103239,0.0008191370209487258,-0.36606424496131795,-0.09563667256108543,5166,0.09991523111430423,0.4248935346496322,2021政策冲击基准模型；控制金额、金额质量标记、法院层级和案由。
m01_policy_baseline,C(cause_code)[T.Cause16],-0.20042852458365237,0.12115586820177769,0.09806594975538624,-0.4378896627748182,0.037032613607513476,5166,0.09991523111430423,0.4248935346496322,2021政策冲击基准模型；控制金额、金额质量标记、法院层级和案由。
m01_policy_baseline,C(cause_code)[T.Cause17],-0.14304874525979647,0.08176253055266525,0.08019364963736708,-0.3033003604278761,0.017202869908283208,5166,0.09991523111430423,0.4248935346496322,2021政策冲击基准模型；控制金额、金额质量标记、法院层级和案由。
m01_policy_baseline,C(cause_code)[T.Cause18],-0.25611643048124855,0.05973888247178704,1.8088631230498214e-05,-0.3732024886026223,-0.1390303723598748,5166,0.09991523111430423,0.4248935346496322,2021政策冲击基准模型；控制金额、金额质量标记、法院层级和案由。
m01_policy_baseline,C(cause_code)[T.Cause19],-0.10135419579236182,0.11568570511937479,0.3809665123194481,-0.32809401135245736,0.1253856197677337,5166,0.09991523111430423,0.4248935346496322,2021政策冲击基准模型；控制金额、金额质量标记、法院层级和案由。
m01_policy_baseline,C(cause_code)[T.CauseOther],-0.013568665994433503,0.02742161023303097,0.6207296357156569,-0.0673140344492692,0.0401767024604022,5166,0.09991523111430423,0.4248935346496322,2021政策冲击基准模型；控制金额、金额质量标记、法院层级和案由。
m01_policy_baseline,post2021,0.08378437116327822,0.038912038191948044,0.031305042087991924,0.007518177742012966,0.16005056458454348,5166,0.09991523111430423,0.4248935346496322,2021政策冲击基准模型；控制金额、金额质量标记、法院层级和案由。
m01_policy_baseline,amount_log,-0.008354468927234848,0.007697302407750258,0.27775506389990434,-0.023440904424538795,0.0067319665700690985,5166,0.09991523111430423,0.4248935346496322,2021政策冲击基准模型；控制金额、金额质量标记、法院层级和案由。
m01_policy_baseline,amount_llm_regex_conflict_flag,-0.1063769323613411,0.03916955384186752,0.00661145296385593,-0.18314784718190397,-0.029606017540778254,5166,0.09991523111430423,0.4248935346496322,2021政策冲击基准模型；控制金额、金额质量标记、法院层级和案由。
m02_add_transaction,Intercept,0.31674071003828946,0.07761902295309644,4.489837678108265e-05,0.16461022053503263,0.4688711995415463,5166,0.1666964254569081,0.4248935346496322,加入交易类型，用于检验交易结构的解释力增量。
m02_add_transaction,C(court_level_code)[T.High],0.09506170832766737,0.070180302710625,0.1755656095882403,-0.042489157409276376,0.2326125740646111,5166,0.1666964254569081,0.4248935346496322,加入交易类型，用于检验交易结构的解释力增量。
m02_add_transaction,C(court_level_code)[T.Intermediate],-0.010227411076245757,0.015992302805941563,0.5224841546209187,-0.041571748605750074,0.021116926453258557,5166,0.1666964254569081,0.4248935346496322,加入交易类型，用于检验交易结构的解释力增量。
m02_add_transaction,C(court_level_code)[T.Supreme],-0.03409755147878771,0.08190084838502872,0.6771705863345276,-0.19462026461671944,0.12642516165914403,5166,0.1666964254569081,0.4248935346496322,加入交易类型，用于检验交易结构的解释力增量。
m02_add_transaction,C(cause_code)[T.Cause01],0.12934300670694585,0.06386740989312195,0.04284887566372412,0.004165183530569688,0.25452082988332203,5166,0.1666964254569081,0.4248935346496322,加入交易类型，用于检验交易结构的解释力增量。
m02_add_transaction,C(cause_code)[T.Cause02],0.017722016306419355,0.03619203406246182,0.6243701131813157,-0.05321306698325266,0.08865709959609137,5166,0.1666964254569081,0.4248935346496322,加入交易类型，用于检验交易结构的解释力增量。
m02_add_transaction,C(cause_code)[T.Cause03],0.013032290495517332,0.03283690003088621,0.6914563662527189,-0.05132685092896184,0.0773914319199965,5166,0.1666964254569081,0.4248935346496322,加入交易类型，用于检验交易结构的解释力增量。
m02_add_transaction,C(cause_code)[T.Cause04],0.3525211972007553,0.029759747646749313,2.2686842915935507e-32,0.294193163624126,0.4108492307773846,5166,0.1666964254569081,0.4248935346496322,加入交易类型，用于检验交易结构的解释力增量。
m02_add_transaction,C(cause_code)[T.Cause05],-0.09281970282564408,0.05478286700985082,0.09020450739180581,-0.20019214913479916,0.014552743483511002,5166,0.1666964254569081,0.4248935346496322,加入交易类型，用于检验交易结构的解释力增量。
