model,term,coef,std_err,p_value,ci_low,ci_high,nobs,rsquared,dep_mean,note
m01_policy_baseline,post2021,0.08378437116327822,0.038912038191948044,0.031305042087991924,0.007518177742012966,0.16005056458454348,5166,0.09991523111430423,0.4248935346496322,2021政策冲击基准模型；控制金额、金额质量标记、法院层级和案由。
m01_policy_baseline,amount_log,-0.008354468927234848,0.007697302407750258,0.27775506389990434,-0.023440904424538795,0.0067319665700690985,5166,0.09991523111430423,0.4248935346496322,2021政策冲击基准模型；控制金额、金额质量标记、法院层级和案由。
m01_policy_baseline,amount_llm_regex_conflict_flag,-0.1063769323613411,0.03916955384186752,0.00661145296385593,-0.18314784718190397,-0.029606017540778254,5166,0.09991523111430423,0.4248935346496322,2021政策冲击基准模型；控制金额、金额质量标记、法院层级和案由。
m02_add_transaction,post2021,0.08010073829993977,0.030118121829331605,0.007824444125140403,0.021070304232460216,0.13913117236741934,5166,0.1666964254569081,0.4248935346496322,加入交易类型，用于检验交易结构的解释力增量。
m02_add_transaction,amount_log,-0.006587670121432521,0.005659333885899206,0.24440929815370205,-0.017679760714282077,0.004504420471417036,5166,0.1666964254569081,0.4248935346496322,加入交易类型，用于检验交易结构的解释力增量。
m02_add_transaction,amount_llm_regex_conflict_flag,-0.07657300764758528,0.034029075136417446,0.024434792776953356,-0.1432687693421709,-0.009877245952999658,5166,0.1666964254569081,0.4248935346496322,加入交易类型，用于检验交易结构的解释力增量。
m03_add_region,post2021,0.08070834417151387,0.02962129058604342,0.0064365111211770595,0.02265168144727342,0.13876500689575433,5166,0.169266663498165,0.4248935346496322,加入宏观地区，用于检验地区结构是否吸收政策冲击。
m03_add_region,amount_log,-0.006617298791782711,0.006071033261587088,0.2757223926449872,-0.018516305333438142,0.005281707749872718,5166,0.169266663498165,0.4248935346496322,加入宏观地区，用于检验地区结构是否吸收政策冲击。
m03_add_region,amount_llm_regex_conflict_flag,-0.06982978204457194,0.03486566991517831,0.045196239636523305,-0.1381652393751831,-0.0014943247139607707,5166,0.169266663498165,0.4248935346496322,加入宏观地区，用于检验地区结构是否吸收政策冲击。
m04_linear_time_trend,post2021,-0.0053709431434885635,0.033473234849967136,0.8725227789444943,-0.07097727789547514,0.06023539160849802,5166,0.17310679356776848,0.4248935346496322,加入线性时间趋势，检验2021冲击是否只是长期趋势。
m04_linear_time_trend,year_c,0.02626769472811141,0.006994250234043938,0.00017291795354925686,0.012559216170524447,0.03997617328569837,5166,0.17310679356776848,0.4248935346496322,加入线性时间趋势，检验2021冲击是否只是长期趋势。
m04_linear_time_trend,amount_log,-0.00730218628284286,0.006122307394755608,0.23297983040635373,-0.0193016882788471,0.0046973157131613786,5166,0.17310679356776848,0.4248935346496322,加入线性时间趋势，检验2021冲击是否只是长期趋势。
m04_linear_time_trend,amount_llm_regex_conflict_flag,-0.07101346943866062,0.03429801348062768,0.038407093862296925,-0.13823634060196013,-0.003790598275361101,5166,0.17310679356776848,0.4248935346496322,加入线性时间趋势，检验2021冲击是否只是长期趋势。
m05_post2017,post2017,0.20271656416887726,0.06300631936259167,0.001293578815093072,0.07922644741976893,0.3262066809179856,5166,0.16638609947928085,0.4248935346496322,2017政策节点基准检验。
m05_post2017,amount_log,-0.007579075385202698,0.0056102393468816115,0.1767158731041557,-0.018574942449740173,0.0034167916793347757,5166,0.16638609947928085,0.4248935346496322,2017政策节点基准检验。
m05_post2017,amount_llm_regex_conflict_flag,-0.07202590988873496,0.03346011466705033,0.03135091124786937,-0.13760652955473401,-0.006445290222735892,5166,0.16638609947928085,0.4248935346496322,2017政策节点基准检验。
m06_policy_by_transaction,post2021,0.06602846369905889,0.031088494017400343,0.033679552255572974,0.005096135091365278,0.1269607923067525,5166,0.17731553057242044,0.4248935346496322,2021政策冲击与交易类型交互，检验政策效应是否随交易结构变化。
m06_policy_by_transaction,amount_log,-0.006836727437410067,0.0057889948577380035,0.23760790364972906,-0.01818294886526413,0.004509493990443994,5166,0.17731553057242044,0.4248935346496322,2021政策冲击与交易类型交互，检验政策效应是否随交易结构变化。
m06_policy_by_transaction,amount_llm_regex_conflict_flag,-0.06004094947118788,0.034947544011647826,0.08579103677897892,-0.12853687708214606,0.008454978139770294,5166,0.17731553057242044,0.4248935346496322,2021政策冲击与交易类型交互，检验政策效应是否随交易结构变化。
m07_policy_by_amount_q4,post2021,0.07203946446396814,0.03275000974671723,0.02782977363659888,0.007850624867066627,0.13622830406086966,5166,0.16993670076988365,0.4248935346496322,2021政策冲击与高金额案件交互，检验金额规模异质性。
m07_policy_by_amount_q4,q4_amount,-0.06916464859201817,0.0484579359726336,0.1534896557271576,-0.16414045786352793,0.0258111606794916,5166,0.16993670076988365,0.4248935346496322,2021政策冲击与高金额案件交互，检验金额规模异质性。
m07_policy_by_amount_q4,post2021:q4_amount,0.0720140026651405,0.05648297862711542,0.20232049104943306,-0.038690601183551346,0.18271860651383237,5166,0.16993670076988365,0.4248935346496322,2021政策冲击与高金额案件交互，检验金额规模异质性。
m07_policy_by_amount_q4,amount_log,-0.003692037170784385,0.007865707851249877,0.6387952049557745,-0.01910854127214808,0.011724466930579311,5166,0.16993670076988365,0.4248935346496322,2021政策冲击与高金额案件交互，检验金额规模异质性。
m07_policy_by_amount_q4,amount_llm_regex_conflict_flag,-0.06972686324739925,0.034839999105110604,0.04535520721508291,-0.13801200671482375,-0.0014417197799747594,5166,0.16993670076988365,0.4248935346496322,2021政策冲击与高金额案件交互，检验金额规模异质性。
m08_policy_by_big4,post2021,0.0610826301130915,0.03524074279968007,0.08304311380881055,-0.007987956562720673,0.13015321678890368,5166,0.17465148984991774,0.4248935346496322,2021政策冲击与北上广浙地区交互，检验地区异质性。
m08_policy_by_big4,region_big4,-0.1315955704256865,0.04600121266260873,0.004227096969609837,-0.22175629048956752,-0.04143485036180551,5166,0.17465148984991774,0.4248935346496322,2021政策冲击与北上广浙地区交互，检验地区异质性。
m08_policy_by_big4,post2021:region_big4,0.06176722188205703,0.04701561159305108,0.1889270397500753,-0.03038168355144693,0.15391612731556098,5166,0.17465148984991774,0.4248935346496322,2021政策冲击与北上广浙地区交互，检验地区异质性。
m08_policy_by_big4,amount_log,-0.005076296962158058,0.005225365125878274,0.33131318949061583,-0.015317824414951081,0.005165230490634966,5166,0.17465148984991774,0.4248935346496322,2021政策冲击与北上广浙地区交互，检验地区异质性。
m08_policy_by_big4,amount_llm_regex_conflict_flag,-0.0642290846140395,0.034399044992251375,0.0618769596712213,-0.1316499739014251,0.0031918046733460936,5166,0.17465148984991774,0.4248935346496322,2021政策冲击与北上广浙地区交互，检验地区异质性。
m09_strict_dv,post2021,0.08571977945511298,0.029227459624016024,0.003358652112033602,0.02843501123244299,0.14300454767778298,5095,0.17234942384227359,0.4168792934249264,使用更严格的合同效力因变量。
m09_strict_dv,amount_log,-0.005783657121485037,0.006190058520903542,0.3501253845658674,-0.017915948884651256,0.006348634641681183,5095,0.17234942384227359,0.4168792934249264,使用更严格的合同效力因变量。
m09_strict_dv,amount_llm_regex_conflict_flag,-0.07793834408187261,0.03435659053143359,0.023298007494922543,-0.1452760241550723,-0.010600664008672933,5095,0.17234942384227359,0.4168792934249264,使用更严格的合同效力因变量。
m10_llm_amount,post2021,0.07846149426035931,0.029201655180187826,0.007212174202255595,0.021227301818233665,0.13569568670248494,5058,0.16999505467067988,0.4211150652431791,使用DSV4/LLM顶层金额替代主金额。
m10_llm_amount,amount_log_llm,-0.005327235411354646,0.00596360631600824,0.3717013957559604,-0.01701568900870639,0.006361218185997096,5058,0.16999505467067988,0.4211150652431791,使用DSV4/LLM顶层金额替代主金额。
m10_llm_amount,amount_llm_regex_conflict_flag,-0.06715247441073155,0.03636290396683773,0.06478624651811818,-0.13842245655902216,0.004117507737559062,5058,0.16999505467067988,0.4211150652431791,使用DSV4/LLM顶层金额替代主金额。
m11_regex_amount,post2021,0.08061660236626268,0.029261854143888003,0.005869094496722527,0.023264422123378058,0.1379687826091473,5166,0.17123049700461945,0.4248935346496322,使用全文正则最大金额作为替代金额口径，仅作为稳健性参考。
m11_regex_amount,amount_log_regex,-0.011929928824125293,0.004792415111600593,0.012798214766091089,-0.02132288984182796,-0.0025369678064226277,5166,0.17123049700461945,0.4248935346496322,使用全文正则最大金额作为替代金额口径，仅作为稳健性参考。
m11_regex_amount,amount_llm_regex_conflict_flag,-0.07002229099714183,0.03417661056968993,0.040478094405066466,-0.13700721682738504,-0.00303736516689862,5166,0.17123049700461945,0.4248935346496322,使用全文正则最大金额作为替代金额口径，仅作为稳健性参考。
m12_winsor_amount,post2021,0.080693294224529,0.029562909785396812,0.006342178197295947,0.022751055766944514,0.13863553268211348,5166,0.16940477353481453,0.4248935346496322,对金额在1%和99%分位缩尾后重估。
m12_winsor_amount,amount_log_winsor,-0.007844225717252112,0.0064333499952721656,0.22272786766359431,-0.020453360007926483,0.004764908573422259,5166,0.16940477353481453,0.4248935346496322,对金额在1%和99%分位缩尾后重估。
m12_winsor_amount,amount_llm_regex_conflict_flag,-0.0692080662609259,0.03476527270757208,0.046511227559567055,-0.13734674868048047,-0.0010693838413713408,5166,0.16940477353481453,0.4248935346496322,对金额在1%和99%分位缩尾后重估。
m13_exclude_top1_amount,post2021,0.08033544068668916,0.030291365584139033,0.00799951146185471,0.020965455099240554,0.13970542627413776,5114,0.16834815714100215,0.42588971450919044,剔除金额最高1%的案件。
m13_exclude_top1_amount,amount_log,-0.00601526901672818,0.0062515156869612405,0.33594427893930034,-0.018268014611959385,0.006237476578503027,5114,0.16834815714100215,0.42588971450919044,剔除金额最高1%的案件。
m13_exclude_top1_amount,amount_llm_regex_conflict_flag,-0.07264123446968539,0.03570765599326401,0.041918112444128956,-0.14262695418882865,-0.0026555147505421123,5114,0.16834815714100215,0.42588971450919044,剔除金额最高1%的案件。
