doc_id,year,post2017,post2021,case_domain,contract_validity,contract_invalid,contract_invalid_strict,amount_master_cny,llm_top_case_amount_cny,regex_text_amount_max_cny,amount_master_source,amount_regex_fallback_flag,amount_llm_regex_conflict_flag,log_amount_master,high_amount,log_llm_case_amount,log_regex_text_max,amount_quartile,region_province,region_city,region_macro,region_source,region_big4,court_level_group,cause_group,activity_group,index_case_cause,index_case_number,case_number,doc_type,case_type_primary,activity_type,transaction_type,year_group,q4_amount
001deda5-d5be-4464-8fc7-b126015526e1,2023.0,1.0,1.0,民商事,部分无效,1.0,1.0,50000.0,50000.0,243079.5,llm_top_case_amount,0,0,10.819798284210286,0.0,10.819798284210286,12.401147943183163,Q2,河南,新乡市,中部,cpca_court,0,基层法院,买卖合同纠纷,委托理财/代投,买卖合同纠纷,（2023）豫0721民初1998号,（2023）豫0721民初1998号,,,委托理财/代投,投资/理财,2023,0
00284eb4-ed66-468e-89f4-ac6a0019ef30,2020.0,1.0,0.0,民商事,有效,0.0,0.0,117530.0,117530.0,2209860000.0,llm_top_case_amount,0,0,11.674457407556629,0.0,11.674457407556629,21.516195002505704,Q2,四川,乐山市,西部,cpca_court,0,中级法院,合同纠纷,挖矿,合同纠纷,（2020）川11民终1067号,(2020)川11民终1067号,,,挖矿,挖矿,2020,0
003459f4-1751-46cc-9d9c-ae82008cf150,2022.0,1.0,1.0,民商事,有效,0.0,0.0,20000.0,20000.0,550000.0,llm_top_case_amount,0,0,9.90353755128617,0.0,9.90353755128617,13.21767537538882,Q1最低,湖北,武汉市,中部,cpca_court,0,基层法院,合同纠纷,未分类,合同纠纷,（2021）鄂0105民初11121号,(2021)鄂0105民初11121号,,,,其他民商事,2022,0
00354bf2-f53b-476f-b505-ab35011ef218,2019.0,1.0,0.0,民商事,有效,0.0,0.0,1500.0,1500.0,1500.0,llm_top_case_amount,0,0,7.313886831633462,0.0,7.313886831633462,7.313886831633462,Q1最低,新疆,乌鲁木齐市,西部,cpca_court,0,基层法院,委托合同纠纷,委托理财/代投,委托合同纠纷,（2019）新7101民初749号,(2019)新7101民初749号,,,委托理财/代投,投资/理财,2019,0
003560b3-b4f4-4793-8a27-ae040104843e,2021.0,1.0,1.0,民商事,无效,1.0,1.0,54613.0,54613.0,109226.0,llm_top_case_amount,0,0,10.908045539121916,0.0,10.908045539121916,11.601183564478273,Q2,广东,深圳市,东部,cpca_court,1,基层法院,买卖合同纠纷,买卖合同,买卖合同纠纷,（2021）粤0303民初21484号,(2021)粤0303民初21484号,,,买卖合同,交易/买卖,2021,0
00480131-7b71-495c-b33f-b20d01432e9d,2023.0,1.0,1.0,民商事,无效,1.0,1.0,29330.16,29330.16,544123.0,llm_top_case_amount,0,0,10.286405711138276,0.0,10.286405711138276,13.206932441039909,Q1最低,四川,乐山市,西部,cpca_court,0,基层法院,买卖合同纠纷,场外交易(OTC),买卖合同纠纷,（2023）川1124民初1593号,(2023)川1124民初1593号,,,场外交易(OTC),交易/买卖,2023,0
0051f4d9-e45b-4084-be3e-ac5b00a74f9b,2020.0,1.0,0.0,民商事,未成立,1.0,1.0,50000.0,50000.0,50000.0,llm_top_case_amount,0,0,10.819798284210286,0.0,10.819798284210286,10.819798284210286,Q2,山东,枣庄市,东部,cpca_court,0,中级法院,民间借贷纠纷,委托理财/代投,民间借贷纠纷,（2020）鲁04民终2928号,(2020)鲁04民终2928号,,,委托理财/代投,投资/理财,2020,0
00625ad3-2104-47fe-8fbe-adac00e111f5,2021.0,1.0,1.0,民商事,有效,0.0,0.0,50000.0,50000.0,50000.0,llm_top_case_amount,0,0,10.819798284210286,0.0,10.819798284210286,10.819798284210286,Q2,湖南,衡阳市,中部,cpca_court,0,基层法院,民间借贷纠纷,委托理财/代投,民间借贷纠纷,（2021）湘0482民初2219号,（2021）湘0482民初2219号,,,委托理财/代投,投资/理财,2021,0
0081fe44-39a9-448c-a965-b22100164ff7,2024.0,1.0,1.0,民商事,无效,1.0,1.0,150000.0,150000.0,350983.35,llm_top_case_amount,0,0,11.918397239722838,0.0,11.918397239722838,12.76849691455939,Q2,湖北,武汉市,中部,cpca_court,0,基层法院,其他,场外交易(OTC),赠与合同纠纷,（2024）鄂0106民初9729号,(2024)鄂0106民初9729号,,,场外交易(OTC),交易/买卖,2024,0
0082727d-3655-471e-af30-ae9b00405d03,2021.0,1.0,1.0,民商事,无效,1.0,1.0,80000.0,80000.0,250000.0,llm_top_case_amount,0,0,11.289794413577894,0.0,11.289794413577894,12.429220196836384,Q2,广东,茂名市,东部,cpca_court,1,中级法院,其他,未分类,侵害商标权纠纷,（2021）粤09民初80号,(2021)粤09民初80号,,,,其他/未分类,2021,0
0092aa11-6f60-4026-bbac-ae7c01014e6b,2021.0,1.0,1.0,民商事,有效,0.0,0.0,60000.0,60000.0,1000000.0,llm_top_case_amount,0,0,11.002116507732016,0.0,11.002116507732016,13.815511557963774,Q2,河南,焦作市,中部,cpca_court,0,基层法院,民间借贷纠纷,虚拟货币借贷,民间借贷纠纷,（2021）豫0883民初3451号,(2021)豫0883民初3451号,,,虚拟货币借贷,借贷,2021,0
00975cc0-642b-4b1c-9ed7-aef700227d91,2022.0,1.0,1.0,民商事,有效,0.0,0.0,3190.0,3190.0,6830.0,llm_top_case_amount,0,0,8.068089626278244,0.0,8.068089626278244,8.82922635473185,Q1最低,辽宁,沈阳市,东北,cpca_court,0,中级法院,合同纠纷,技术服务,合同纠纷,（2022）辽01民终9482号,(2022)辽01民终9482号,,,技术服务,技术服务,2022,0
009f8c7e-17af-483b-a6d8-a9bc003c76f5,2018.0,1.0,0.0,民商事,有效,0.0,0.0,169969.22,,169969.22,regex_text_amount_max,1,0,12.04337852421662,1.0,,12.04337852421662,Q3,北京,,东部,cpca_court,1,中级法院,合同纠纷,虚拟货币借贷,合同纠纷,（2018）京01民终9579号,（2018）京01民终9579号,,,虚拟货币借贷,借贷,2018,0
00ac3559-ba5e-4332-aac6-ab79009a4ec0,2019.0,1.0,0.0,民商事,部分无效,1.0,1.0,10500.0,10500.0,50000.0,llm_top_case_amount,0,0,9.259225769705994,0.0,9.259225769705994,10.819798284210286,Q1最低,广东,佛山市,东部,cpca_court,1,中级法院,委托理财合同纠纷,委托理财/代投,委托理财合同纠纷,（2019）粤06民终11306号,(2019)粤06民终11306号,,,委托理财/代投,投资/理财,2019,0
00f00c7f-4d90-46b8-9eea-ad7901678406,2021.0,1.0,1.0,民商事,无效,1.0,1.0,15500.0,15500.0,31000.0,llm_top_case_amount,0,0,9.648659816955297,0.0,9.648659816955297,10.34177474101152,Q1最低,四川,成都市,西部,cpca_court,0,中级法院,民间委托理财合同纠纷,委托理财/代投,民间委托理财合同纠纷,（2021）川01民终6652号,(2021)川01民终6652号,,,委托理财/代投,投资/理财,2021,0
00f16d59-4396-471f-8217-b23e002a3b9b,2024.0,1.0,1.0,民商事,有效,0.0,0.0,202634.0,202634.0,607902.0,llm_top_case_amount,0,0,12.219161610071891,1.0,12.219161610071891,13.317770608746844,Q3,广东,广州市,东部,cpca_court,1,基层法院,网络服务合同纠纷,未分类,网络服务合同纠纷,（2024）粤0192民初10766号,(2024)粤0192民初10766号,,,,技术服务,2024,0
0107ca59-f15f-42b5-8d98-b1c50025b718,2023.0,1.0,1.0,民商事,有效,0.0,0.0,58427.57,58427.57,58427.57,llm_top_case_amount,0,0,10.975560261519748,0.0,10.975560261519748,10.975560261519748,Q2,广东,佛山市,东部,cpca_court,1,基层法院,其他,未分类,信用卡纠纷,（2023）粤0604民初10780号,（2023）粤0604民初10780号,,,,其他/未分类,2023,0
01128fcc-f493-4cbe-9420-abd5005f2df0,2020.0,1.0,0.0,民商事,未成立,1.0,1.0,180000.0,180000.0,180000.0,llm_top_case_amount,0,0,12.100717685412471,1.0,12.100717685412471,12.100717685412471,Q3,浙江,杭州市,东部,cpca_court,1,基层法院,民间借贷纠纷,挖矿,民间借贷纠纷,（2019）浙0105民初7754号,(2019)浙0105民初7754号,,,挖矿,借贷,2020,0
011eca99-a16e-4777-a9de-ac86009d6373,2020.0,1.0,0.0,民商事,有效,0.0,0.0,70000.0,70000.0,70000.0,llm_top_case_amount,0,0,11.156264806643742,0.0,11.156264806643742,11.156264806643742,Q2,福建,龙岩市,东部,cpca_court,0,基层法院,合同纠纷,虚拟货币借贷,合同纠纷,（2020）闽0823民初1901号,(2020)闽0823民初1901号,,,虚拟货币借贷,借贷,2020,0
012f917c-379c-42cd-a248-aea300122ff6,2022.0,1.0,1.0,民商事,部分无效,1.0,1.0,61000.0,61000.0,160000.0,llm_top_case_amount,0,0,11.0186455364637,0.0,11.0186455364637,11.982935344196433,Q2,安徽,淮北市,中部,cpca_court,0,基层法院,民间借贷纠纷,虚拟货币借贷,民间借贷纠纷,（2022）皖0603民初687号,（2022）皖0603民初687号,,,虚拟货币借贷,借贷,2022,0
0135db38-2a16-4e36-9ca6-ae45006b29c9,2021.0,1.0,1.0,民商事,未成立,1.0,1.0,21740.0,21740.0,21740.0,llm_top_case_amount,0,0,9.986955157777391,0.0,9.986955157777391,9.986955157777391,Q1最低,四川,雅安市,西部,cpca_court,0,基层法院,不当得利纠纷,虚拟货币投资,不当得利纠纷,（2021）川1826民初1093号,(2021)川1826民初1093号,,,虚拟货币投资,投资/理财,2021,0
0136fe38-b7fd-4784-a26a-ac9300e15b10,2020.0,1.0,0.0,民商事,无效,1.0,1.0,59349.9,59349.9,72756.3,llm_top_case_amount,0,0,10.991222564202534,0.0,10.991222564202534,11.194884523642264,Q2,山东,济南市,东部,cpca_court,0,基层法院,民间委托理财合同纠纷,委托理财/代投,民间委托理财合同纠纷,（2020）鲁0102民初4037号,(2020)鲁0102民初4037号,,,委托理财/代投,投资/理财,2020,0
013d3bdd-025c-485a-b9d5-ad4400a85769,2021.0,1.0,1.0,民商事,未成立,1.0,1.0,18000.0,18000.0,18000.0,llm_top_case_amount,0,0,9.798182590890704,0.0,9.798182590890704,9.798182590890704,Q1最低,吉林,延边朝鲜族自治州,东北,cpca_court,0,基层法院,民间借贷纠纷,未分类,民间借贷纠纷,（2021）吉2401民初2351号,（2021）吉2401民初2351号,,,,借贷,2021,0
014e8636-bf8c-4ef2-b0ea-a9a1013df1a8,2018.0,1.0,0.0,民商事,有效,0.0,0.0,60300.0,60300.0,67000.0,llm_top_case_amount,0,0,11.007103966325696,0.0,11.007103966325696,11.112462823634855,Q2,北京,,东部,cpca_court,1,中级法院,其他,未分类,计算机软件开发合同纠纷,（2018）京73民初233号,(2018)京73民初233号,,,,其他民商事,2018,0
016926bb-2924-4b72-bf8a-adb2013a38fd,2021.0,1.0,1.0,民商事,有效,0.0,0.0,30000.0,30000.0,53825.0,llm_top_case_amount,0,0,10.308985993422082,0.0,10.308985993422082,10.893511900787338,Q1最低,湖南,郴州市,中部,cpca_court,0,中级法院,其他,未分类,车辆租赁合同纠纷,（2021）湘10民终2049号,（2021）湘10民终2049号,,,,其他民商事,2021,0
0172e4cd-ca27-487c-a42d-af800011a8b7,2022.0,1.0,1.0,民商事,有效,0.0,0.0,4400.0,4400.0,5160.0,llm_top_case_amount,0,0,8.38958706681109,0.0,8.38958706681109,8.548885638148727,Q1最低,安徽,芜湖市,中部,cpca_court,0,基层法院,买卖合同纠纷,买卖合同,买卖合同纠纷,（2022）皖0223民初4491号,（2022）皖0223民初4491号,,,买卖合同,交易/买卖,2022,0
018017e3-ba45-42bb-a908-acde010c1f0b,2021.0,1.0,1.0,民商事,有效,0.0,0.0,832491.4,832491.4,2950000.0,llm_top_case_amount,0,0,13.632179371665936,1.0,13.632179371665936,14.897316067298997,Q4最高,上海,,东部,cpca_court,1,中级法院,民间借贷纠纷,虚拟货币借贷,民间借贷纠纷,（2020）沪01民终12370号,(2020)沪01民终12370号,,,虚拟货币借贷,借贷,2021,1
0180600f-2325-4c55-ad7a-ae160158921b,2021.0,1.0,1.0,民商事,未成立,1.0,1.0,115500.0,115500.0,115500.0,llm_top_case_amount,0,0,11.657034466915164,0.0,11.657034466915164,11.657034466915164,Q2,福建,南平市,东部,cpca_court,0,中级法院,民间借贷纠纷,委托理财/代投,民间借贷纠纷,（2021）闽07民终2157号,（2021）闽07民终2157号,,,委托理财/代投,投资/理财,2021,0
01930869-60ad-4a1f-b27c-ac1c010987bc,2020.0,1.0,0.0,民商事,有效,0.0,0.0,65000.0,65000.0,180000.0,llm_top_case_amount,0,0,11.082157933374816,0.0,11.082157933374816,12.100717685412471,Q2,河南,郑州市,中部,cpca_court,0,基层法院,其他,未分类,共有纠纷,（2020）豫0105民初8630号,(2020)豫0105民初8630号,,,,其他/未分类,2020,0
01d55157-fc15-4ee6-9895-ab800111ee35,2019.0,1.0,0.0,民商事,有效,0.0,0.0,6520.0,6520.0,7600.0,llm_top_case_amount,0,0,8.782783017393202,0.0,8.782783017393202,8.936035096566041,Q1最低,江苏,宿迁市,东部,cpca_court,0,基层法院,委托理财合同纠纷,委托理财/代投,委托理财合同纠纷,（2019）苏1322民初16704号,(2019)苏1322民初16704号,,,委托理财/代投,投资/理财,2019,0
01da1e1a-e5e5-4480-8120-ad9c00f2bc45,2021.0,1.0,1.0,民商事,无效,1.0,1.0,44160.0,44160.0,48200.0,llm_top_case_amount,0,0,10.69559732562212,0.0,10.69559732562212,10.783135046711443,Q2,浙江,绍兴市,东部,cpca_court,1,基层法院,买卖合同纠纷,发币/ICO,买卖合同纠纷,（2021）浙0683民初1529号,(2021)浙0683民初1529号,,,发币/ICO,ICO/发币,2021,0
01da65ae-5804-441c-98a1-ac960122dbc2,2020.0,1.0,0.0,民商事,有效,0.0,0.0,58750.0,58750.0,62936.0,llm_top_case_amount,0,0,10.98106345313814,0.0,10.98106345313814,11.049889505040086,Q2,江苏,常州市,东部,cpca_court,0,基层法院,合同纠纷,技术服务,合同纠纷,（2020）苏0481民初2469号,（2020）苏0481民初2469号,,,技术服务,技术服务,2020,0
01fcda89-9d71-49f9-8868-aefc0022be0d,2022.0,1.0,1.0,民商事,无效,1.0,1.0,285000.0,285000.0,500000.0,llm_top_case_amount,0,0,12.560247968016562,1.0,12.560247968016562,13.122365377402328,Q3,辽宁,沈阳市,东北,cpca_court,0,中级法院,合同纠纷,发币/ICO,合同纠纷,（2022）辽01民终7621号,(2022)辽01民终7621号,,,发币/ICO,ICO/发币,2022,0
022a4622-f25e-4743-9c29-39f83ee3c175,2023.0,1.0,1.0,民商事,有效,0.0,0.0,61993.55,61993.55,124879.4,llm_top_case_amount,0,0,11.034801756937709,0.0,11.034801756937709,11.735111758259135,Q2,北京,,东部,cpca_court,1,基层法院,网络服务合同纠纷,场外交易(OTC),网络服务合同纠纷,（2023）京0491民初16021号,(2023)京0491民初16021号,,,场外交易(OTC),交易/买卖,2023,0
024fd749-083a-49e7-b717-aaa400b10a39,2019.0,1.0,0.0,民商事,无效,1.0,1.0,14000.0,14000.0,28000.0,llm_top_case_amount,0,0,9.546884034617923,0.0,9.546884034617923,10.239995502805316,Q1最低,山东,济南市,东部,cpca_court,0,基层法院,合同纠纷,发币/ICO,合同纠纷,（2019）鲁0104民初835号,(2019)鲁0104民初835号,,,发币/ICO,ICO/发币,2019,0
026fee52-1a65-4ad8-a308-af73001777cc,2022.0,1.0,1.0,民商事,有效,0.0,0.0,970530.0,970530.0,1970530.0,llm_top_case_amount,0,0,13.785598623378842,1.0,13.785598623378842,14.493813607541153,Q4最高,湖南,娄底市,中部,cpca_court,0,基层法院,合同纠纷,场外交易(OTC),合同纠纷,（2022）湘1321民初1015号,（2022）湘1321民初1015号,,,场外交易(OTC),交易/买卖,2022,1
027a0dcf-72ba-4eae-a5f9-b2300183849c,2024.0,1.0,1.0,民商事,有效,0.0,0.0,43600.0,43600.0,43600.0,llm_top_case_amount,0,0,10.682835364853922,0.0,10.682835364853922,10.682835364853922,Q2,陕西,西安市,西部,cpca_court,0,基层法院,合同纠纷,未分类,合同纠纷,（2024）陕0111民初119号,(2024)陕0111民初119号,,,,其他民商事,2024,0
02882eaa-a2e0-45eb-895d-ae0c00f33925,2021.0,1.0,1.0,民商事,有效,0.0,0.0,670000.0,670000.0,23950000.0,llm_top_case_amount,0,0,13.415034483903348,1.0,13.415034483903348,16.99147892357485,Q3,广东,广州市,东部,cpca_court,1,基层法院,合同纠纷,委托理财/代投,合同纠纷,（2021）粤0113民初10180号,(2021)粤0113民初10180号,,,委托理财/代投,投资/理财,2021,0
028a064f-0c43-457d-a020-b17e0130f9f6,2024.0,1.0,1.0,民商事,无效,1.0,1.0,181600.0,181600.0,181600.0,llm_top_case_amount,0,0,12.109567251742098,1.0,12.109567251742098,12.109567251742098,Q3,江苏,徐州市,东部,cpca_court,0,基层法院,不当得利纠纷,委托理财/代投,不当得利纠纷,（2024）苏0312民初38号,（2024）苏0312民初38号,,,委托理财/代投,投资/理财,2024,0
028fd645-b69e-4cfb-914d-b04200a1bee4,2023.0,1.0,1.0,民商事,无效,1.0,1.0,202955.09,202955.09,453722.23,llm_top_case_amount,0,0,12.220744929207816,1.0,12.220744929207816,13.025242665575613,Q3,陕西,榆林市,西部,cpca_court,0,基层法院,不当得利纠纷,未分类,不当得利纠纷,（2023）陕0825民初567号,（2023）陕0825民初567号,,,,其他民商事,2023,0
02918b71-09d7-4bc5-b3b8-a93701330a5a,2018.0,1.0,0.0,民商事,有效,0.0,0.0,1920000.0,1920000.0,30000000.0,llm_top_case_amount,0,0,14.467836264837162,1.0,14.467836264837162,17.216707972959764,Q4最高,湖北,武汉市,中部,cpca_court,0,中级法院,合同纠纷,其他,合同纠纷,（2018）鄂01民终5652号,(2018)鄂01民终5652号,,,虚拟货币兑换,交易/买卖,2018,1
0295c03e-a541-495a-9182-ad3400ad251c,2021.0,1.0,1.0,民商事,有效,0.0,0.0,334000.0,334000.0,344000.0,llm_top_case_amount,0,0,12.718899265966332,1.0,12.718899265966332,12.748399843328054,Q3,广东,深圳市,东部,cpca_court,1,中级法院,买卖合同纠纷,场外交易(OTC),买卖合同纠纷,（2021）粤03民终106号,(2021)粤03民终106号,,,场外交易(OTC),交易/买卖,2021,0
02a11160-7a8c-4ff4-9f93-ac1c0014ebc2,2020.0,1.0,0.0,民商事,有效,0.0,0.0,43000.0,43000.0,43000.0,llm_top_case_amount,0,0,10.66897865021924,0.0,10.66897865021924,10.66897865021924,Q2,辽宁,大连市,东北,cpca_court,0,中级法院,民间借贷纠纷,委托理财/代投,民间借贷纠纷,（2020）辽02民终5452号,(2020)辽02民终5452号,,,委托理财/代投,投资/理财,2020,0
