model,term,coef,std_err,p_value,ci_low,ci_high,nobs,rsquared,dep_mean,note,error
m1_policy_baseline,Intercept,0.8138903195818625,0.05238542108947698,1.9617492599272138e-54,0.7112167809315226,0.9165638582322024,5150,0.13872939886933133,0.42135922330097086,"Civil main sample; 2021 post indicator, master amount, amount-quality flags, court level and cause controls.",
m1_policy_baseline,C(court_level_group)[T.基层法院],0.00756944411709593,0.014564890126441977,0.6032693022433209,-0.02097721596951338,0.036116104203705236,5150,0.13872939886933133,0.42135922330097086,"Civil main sample; 2021 post indicator, master amount, amount-quality flags, court level and cause controls.",
m1_policy_baseline,C(court_level_group)[T.最高人民法院],-0.07468166501870205,0.1161169762233121,0.5201210083717553,-0.30226675641008754,0.15290342637268345,5150,0.13872939886933133,0.42135922330097086,"Civil main sample; 2021 post indicator, master amount, amount-quality flags, court level and cause controls.",
m1_policy_baseline,C(court_level_group)[T.高级法院],-0.03924206133676257,0.11039559987848818,0.722239297240289,-0.25561346115029376,0.17712933847676865,5150,0.13872939886933133,0.42135922330097086,"Civil main sample; 2021 post indicator, master amount, amount-quality flags, court level and cause controls.",
m1_policy_baseline,C(index_case_cause)[T.不正当竞争纠纷],-0.08936601890787096,0.18054176619329368,0.6206085475776408,-0.4432213783519777,0.26448934053623574,5150,0.13872939886933133,0.42135922330097086,"Civil main sample; 2021 post indicator, master amount, amount-quality flags, court level and cause controls.",
m1_policy_baseline,C(index_case_cause)[T.与公司有关的纠纷],-0.5186805300094184,0.2387818810675072,0.029841045490658306,-0.9866844170624591,-0.05067664295637769,5150,0.13872939886933133,0.42135922330097086,"Civil main sample; 2021 post indicator, master amount, amount-quality flags, court level and cause controls.",
m1_policy_baseline,C(index_case_cause)[T.业主撤销权纠纷],-0.24968843906554886,0.23985480361947953,0.2978763444786642,-0.7197952156786561,0.22041833754755843,5150,0.13872939886933133,0.42135922330097086,"Civil main sample; 2021 post indicator, master amount, amount-quality flags, court level and cause controls.",
m1_policy_baseline,C(index_case_cause)[T.中介合同纠纷],-0.7919032688580226,0.027852487066272972,8.124694777402807e-178,-0.8464931403877853,-0.73731339732826,5150,0.13872939886933133,0.42135922330097086,"Civil main sample; 2021 post indicator, master amount, amount-quality flags, court level and cause controls.",
m1_policy_baseline,C(index_case_cause)[T.买卖合同纠纷],-0.2619354255398718,0.035636210527662936,1.978211474112887e-13,-0.3317811147195783,-0.19208973636016535,5150,0.13872939886933133,0.42135922330097086,"Civil main sample; 2021 post indicator, master amount, amount-quality flags, court level and cause controls.",
m1_policy_baseline,C(index_case_cause)[T.互易纠纷],-0.7436079545609461,0.03658567770673538,7.711467999935121e-92,-0.8153145652161374,-0.6719013439057547,5150,0.13872939886933133,0.42135922330097086,"Civil main sample; 2021 post indicator, master amount, amount-quality flags, court level and cause controls.",
m1_policy_baseline,C(index_case_cause)[T.人身保险合同纠纷],-0.7801708700850297,0.02896381047000662,8.309354253705095e-160,-0.8369388954612869,-0.7234028447087726,5150,0.13872939886933133,0.42135922330097086,"Civil main sample; 2021 post indicator, master amount, amount-quality flags, court level and cause controls.",
m1_policy_baseline,C(index_case_cause)[T.仓储合同纠纷],0.1834014798647224,0.028061373480081343,6.330123691794936e-11,0.12840219848703557,0.23840076124240925,5150,0.13872939886933133,0.42135922330097086,"Civil main sample; 2021 post indicator, master amount, amount-quality flags, court level and cause controls.",
m1_policy_baseline,C(index_case_cause)[T.企业承包经营合同纠纷],-0.6977082572042436,0.030151835886706894,1.8405151713298923e-118,-0.7568047696099514,-0.6386117447985358,5150,0.13872939886933133,0.42135922330097086,"Civil main sample; 2021 post indicator, master amount, amount-quality flags, court level and cause controls.",
m1_policy_baseline,C(index_case_cause)[T.供用电合同纠纷],-0.6459295839013841,0.09581773394339496,1.5704909312399794e-11,-0.8337288915106793,-0.4581302762920889,5150,0.13872939886933133,0.42135922330097086,"Civil main sample; 2021 post indicator, master amount, amount-quality flags, court level and cause controls.",
m1_policy_baseline,C(index_case_cause)[T.侵害作品信息网络传播权纠纷],-0.2398160352256968,0.20102118978854194,0.2328737453147539,-0.6338103273406299,0.15417825688923628,5150,0.13872939886933133,0.42135922330097086,"Civil main sample; 2021 post indicator, master amount, amount-quality flags, court level and cause controls.",
m1_policy_baseline,C(index_case_cause)[T.侵害作品改编权纠纷],-0.6165681712135963,0.11389434395614997,6.180113744538973e-08,-0.8397969834104675,-0.3933393590167252,5150,0.13872939886933133,0.42135922330097086,"Civil main sample; 2021 post indicator, master amount, amount-quality flags, court level and cause controls.",
m1_policy_baseline,C(index_case_cause)[T.侵害发明专利权纠纷],0.28760958939801845,0.1192790850631842,0.01589871599961763,0.053826878565287894,0.521392300230749,5150,0.13872939886933133,0.42135922330097086,"Civil main sample; 2021 post indicator, master amount, amount-quality flags, court level and cause controls.",
m1_policy_baseline,C(index_case_cause)[T.侵害商标权纠纷],-0.2162751504564251,0.17337599552338065,0.2122383241679071,-0.5560858574660288,0.1235355565531786,5150,0.13872939886933133,0.42135922330097086,"Civil main sample; 2021 post indicator, master amount, amount-quality flags, court level and cause controls.",
m1_policy_baseline,C(index_case_cause)[T.侵害外观设计专利权纠纷],-0.02792708448734739,0.31994635365317614,0.9304435681440066,-0.6550104146324878,0.599156245657793,5150,0.13872939886933133,0.42135922330097086,"Civil main sample; 2021 post indicator, master amount, amount-quality flags, court level and cause controls.",
m1_policy_baseline,C(index_case_cause)[T.侵权责任纠纷],-0.21074597212377186,0.16130973253187555,0.1913935207327624,-0.526907238242037,0.10541529399449331,5150,0.13872939886933133,0.42135922330097086,"Civil main sample; 2021 post indicator, master amount, amount-quality flags, court level and cause controls.",
m1_policy_baseline,C(index_case_cause)[T.保管合同纠纷],-0.47877993285621684,0.21199969195966728,0.023920783111763995,-0.8942916938307504,-0.06326817188168332,5150,0.13872939886933133,0.42135922330097086,"Civil main sample; 2021 post indicator, master amount, amount-quality flags, court level and cause controls.",
m1_policy_baseline,C(index_case_cause)[T.保证合同纠纷],-0.07346167993568382,0.10373576683533728,0.47884494954235945,-0.27678004684158947,0.12985668697022185,5150,0.13872939886933133,0.42135922330097086,"Civil main sample; 2021 post indicator, master amount, amount-quality flags, court level and cause controls.",
m1_policy_baseline,C(index_case_cause)[T.保险代理合同纠纷],0.21149720288599475,0.028098184799680303,5.1888740821209434e-14,0.15642577264767055,0.26656863312431894,5150,0.13872939886933133,0.42135922330097086,"Civil main sample; 2021 post indicator, master amount, amount-quality flags, court level and cause controls.",
m1_policy_baseline,C(index_case_cause)[T.信息网络买卖合同纠纷],-0.5490013442443055,0.09835516881829111,2.3800774103621408e-08,-0.7417739328215129,-0.35622875566709794,5150,0.13872939886933133,0.42135922330097086,"Civil main sample; 2021 post indicator, master amount, amount-quality flags, court level and cause controls.",
m1_policy_baseline,C(index_case_cause)[T.信用卡纠纷],-0.7651596210806989,0.03508590125109352,1.9404640080338066e-105,-0.8339267238979711,-0.6963925182634267,5150,0.13872939886933133,0.42135922330097086,"Civil main sample; 2021 post indicator, master amount, amount-quality flags, court level and cause controls.",
m1_policy_baseline,C(index_case_cause)[T.修理合同纠纷],-0.8207954879204592,0.028441427402940454,3.889644324722845e-183,-0.8765396612991331,-0.7650513145417853,5150,0.13872939886933133,0.42135922330097086,"Civil main sample; 2021 post indicator, master amount, amount-quality flags, court level and cause controls.",
