model,term,coef,std_err,p_value,ci_low,ci_high,nobs,rsquared,dep_mean,note,error
m1_policy_baseline,post2021,0.08662556753669794,0.013932954166847169,5.057332683679421e-10,0.05931747917143021,0.11393365590196566,5150,0.13872939886933133,0.42135922330097086,"Civil main sample; 2021 post indicator, master amount, amount-quality flags, court level and cause controls.",
m1_policy_baseline,log_amount_master,-0.009518378118812326,0.0038159365292716675,0.012617902616048712,-0.016997476283475567,-0.0020392799541490833,5150,0.13872939886933133,0.42135922330097086,"Civil main sample; 2021 post indicator, master amount, amount-quality flags, court level and cause controls.",
m1_policy_baseline,amount_llm_regex_conflict_flag,-0.09077407511335508,0.03507409470469888,0.009651646086578404,-0.15951803752491192,-0.02203011270179825,5150,0.13872939886933133,0.42135922330097086,"Civil main sample; 2021 post indicator, master amount, amount-quality flags, court level and cause controls.",
m1_policy_baseline,amount_regex_fallback_flag,0.20174576820842563,0.045998489456261435,1.1549572155740515e-05,0.1115903855309078,0.2919011508859435,5150,0.13872939886933133,0.42135922330097086,"Civil main sample; 2021 post indicator, master amount, amount-quality flags, court level and cause controls.",
m2_transaction_types,post2021,0.11067243834441536,0.013313906333146861,9.367153819050724e-17,0.08457766143790778,0.13676721525092295,5150,0.23010758517908259,0.42135922330097086,Adds compressed transaction types.,
m2_transaction_types,log_amount_master,-0.004996640653840724,0.0036315293549386263,0.1688509398824034,-0.012114307398320406,0.002121026090638959,5150,0.23010758517908259,0.42135922330097086,Adds compressed transaction types.,
m2_transaction_types,amount_llm_regex_conflict_flag,-0.04450004405442688,0.03203918977290057,0.16485543983145812,-0.10729570210315603,0.018295613994302268,5150,0.23010758517908259,0.42135922330097086,Adds compressed transaction types.,
m2_transaction_types,amount_regex_fallback_flag,0.2385929093817126,0.045524266106555016,1.5970432863284112e-07,0.14936698739024729,0.3278188313731779,5150,0.23010758517908259,0.42135922330097086,Adds compressed transaction types.,
m3_policy_by_transaction,post2021,0.02622346365508025,0.026506624650562634,0.3225078979475554,-0.025728566011744107,0.0781754933219046,5150,0.2420728509231871,0.42135922330097086,Policy effect heterogeneity by transaction type.,
m3_policy_by_transaction,log_amount_master,-0.005042964722152082,0.0036348123938401053,0.16531764447398944,-0.012167066104638507,0.0020811366603343436,5150,0.2420728509231871,0.42135922330097086,Policy effect heterogeneity by transaction type.,
m3_policy_by_transaction,amount_llm_regex_conflict_flag,-0.03582925447404542,0.03179307950019991,0.25976304265121997,-0.09814254525205596,0.026484036303965112,5150,0.2420728509231871,0.42135922330097086,Policy effect heterogeneity by transaction type.,
m3_policy_by_transaction,amount_regex_fallback_flag,0.23586299905134075,0.04557066564857787,2.2698053531825732e-07,0.14654613562861152,0.32517986247407,5150,0.2420728509231871,0.42135922330097086,Policy effect heterogeneity by transaction type.,
m4_amount_quartiles,post2021,0.11067416518997739,0.01333953516042983,1.0704028107533056e-16,0.08452915670502918,0.13681917367492558,5148,0.23112943887147863,0.42152292152292153,Uses amount quartiles instead of linear log amount.,
m4_amount_quartiles,amount_llm_regex_conflict_flag,-0.03473887693684015,0.03196009448279573,0.27706095076173254,-0.09737951106561707,0.02790175719193677,5148,0.23112943887147863,0.42152292152292153,Uses amount quartiles instead of linear log amount.,
m4_amount_quartiles,amount_regex_fallback_flag,0.24234591945775713,0.04568598156997663,1.129194934981065e-07,0.15280304098224226,0.331888797933272,5148,0.23112943887147863,0.42152292152292153,Uses amount quartiles instead of linear log amount.,
m5_policy_by_q4_amount,post2021,0.10652894390545602,0.014194776688203544,6.152299473623933e-14,0.07870769282798833,0.13435019498292372,5150,0.23035643066084133,0.42135922330097086,Policy effect heterogeneity for top amount quartile.,
m5_policy_by_q4_amount,q4_amount,-0.04421643035442244,0.03373264379156631,0.18992853965623058,-0.11033119728921106,0.02189833658036619,5150,0.23035643066084133,0.42135922330097086,Policy effect heterogeneity for top amount quartile.,
m5_policy_by_q4_amount,post2021:q4_amount,0.03119703856492754,0.041251494882997584,0.4494906655539578,-0.04965440571418606,0.11204848284404115,5150,0.23035643066084133,0.42135922330097086,Policy effect heterogeneity for top amount quartile.,
m5_policy_by_q4_amount,log_amount_master,-0.002315432138278094,0.004420649586373009,0.6004340363570351,-0.010979746115841078,0.00634888183928489,5150,0.23035643066084133,0.42135922330097086,Policy effect heterogeneity for top amount quartile.,
m5_policy_by_q4_amount,amount_llm_regex_conflict_flag,-0.043996358535536136,0.03194150224286443,0.1683873229005779,-0.10660055254365577,0.018607835472583496,5150,0.23035643066084133,0.42135922330097086,Policy effect heterogeneity for top amount quartile.,
m5_policy_by_q4_amount,amount_regex_fallback_flag,0.24166969383811254,0.0460789440648388,1.5654684593501053e-07,0.15135662302539282,0.33198276465083226,5150,0.23035643066084133,0.42135922330097086,Policy effect heterogeneity for top amount quartile.,
m6_llm_amount,post2021,0.11224821968286959,0.013484554721569168,8.489541302723116e-17,0.08581897808103449,0.1386774612847047,5044,0.22935718364355895,0.4173275178429818,Uses LLM top-level case amount.,
m6_llm_amount,log_llm_case_amount,-0.003709992240113634,0.0037988640274759784,0.328764399070552,-0.01115562891613133,0.003735644435904062,5044,0.22935718364355895,0.4173275178429818,Uses LLM top-level case amount.,
m6_llm_amount,amount_llm_regex_conflict_flag,-0.050032968855917515,0.0320710254590166,0.11874389877724859,-0.1128910237028572,0.012825085991022167,5044,0.22935718364355895,0.4173275178429818,Uses LLM top-level case amount.,
m7_regex_amount,post2021,0.11080897967069848,0.013332069772138263,9.453081455376816e-17,0.08467860307793236,0.1369393562634646,5150,0.22754125470346742,0.42135922330097086,Uses full-text regex maximum amount.,
m7_regex_amount,log_regex_text_max,-0.011508912898559846,0.0029593217961277193,0.00010064264361945964,-0.01730907703763456,-0.0057087487594851315,5150,0.22754125470346742,0.42135922330097086,Uses full-text regex maximum amount.,
m7_regex_amount,amount_llm_regex_conflict_flag,-0.05303681066914892,0.031703778365640485,0.09434971742398987,-0.1151750744396444,0.009101453101346565,5150,0.22754125470346742,0.42135922330097086,Uses full-text regex maximum amount.,
m8_region_big4,post2021,0.10995518371332513,0.013292917032621114,1.3204877194517704e-16,0.0839015450799087,0.13600882234674155,5150,0.2322820915487227,0.42135922330097086,Adds Big4 region indicator.,
m8_region_big4,region_big4,-0.05328945778546726,0.014421422440756353,0.00021974869567368838,-0.08155492637518744,-0.025023989195747085,5150,0.2322820915487227,0.42135922330097086,Adds Big4 region indicator.,
m8_region_big4,log_amount_master,-0.003289052425833883,0.0036358479408033894,0.36566795150589015,-0.010415183443072644,0.0038370785914048785,5150,0.2322820915487227,0.42135922330097086,Adds Big4 region indicator.,
m8_region_big4,amount_llm_regex_conflict_flag,-0.03987417895859982,0.03227894782111373,0.21671893465580783,-0.10313975414683038,0.02339139622963074,5150,0.2322820915487227,0.42135922330097086,Adds Big4 region indicator.,
m8_region_big4,amount_regex_fallback_flag,0.24478410393300198,0.045359992157470136,6.796254037160668e-08,0.15588015296534122,0.3336880549006628,5150,0.2322820915487227,0.42135922330097086,Adds Big4 region indicator.,
m9_policy_by_big4,post2021,0.10132083828660439,0.016257202684654724,4.594423149941197e-10,0.06945730653531326,0.13318437003789552,5150,0.2324271429137642,0.42135922330097086,Policy effect heterogeneity by Big4 region.,
m9_policy_by_big4,region_big4,-0.06960976314759337,0.02142397485842073,0.0011574937432309398,-0.1115999822757896,-0.02761954401939714,5150,0.2324271429137642,0.42135922330097086,Policy effect heterogeneity by Big4 region.,
m9_policy_by_big4,post2021:region_big4,0.026908217198081466,0.027529484036392063,0.3283549936232818,-0.02704858002621733,0.08086501442238025,5150,0.2324271429137642,0.42135922330097086,Policy effect heterogeneity by Big4 region.,
m9_policy_by_big4,log_amount_master,-0.003313466730853195,0.003637769604832027,0.36237379257666735,-0.010443364140378473,0.003816430678672082,5150,0.2324271429137642,0.42135922330097086,Policy effect heterogeneity by Big4 region.,
m9_policy_by_big4,amount_llm_regex_conflict_flag,-0.039778447626803354,0.03229211035790548,0.21801193101423944,-0.10306982091309093,0.02351292565948422,5150,0.2324271429137642,0.42135922330097086,Policy effect heterogeneity by Big4 region.,
m9_policy_by_big4,amount_regex_fallback_flag,0.2435556798985906,0.04524499657281024,7.323777317297954e-08,0.15487711613524435,0.3322342436619368,5150,0.2324271429137642,0.42135922330097086,Policy effect heterogeneity by Big4 region.,
m10_region_macro,post2021,0.11025880174397688,0.013378370898076388,1.6996316261049602e-16,0.08403767661192839,0.1364799268760254,5137,0.23141773378447217,0.4216468756083317,Adds macro-region categories.,
m10_region_macro,log_amount_master,-0.004875170645052123,0.0036370408003496657,0.18010808528255828,-0.012003639624040201,0.002253298333935955,5137,0.23141773378447217,0.4216468756083317,Adds macro-region categories.,
m10_region_macro,amount_llm_regex_conflict_flag,-0.038281871289150185,0.03217091907814077,0.23406499231997846,-0.1013357140318586,0.024771971453558236,5137,0.23141773378447217,0.4216468756083317,Adds macro-region categories.,
m10_region_macro,amount_regex_fallback_flag,0.2411969981938936,0.045690723274644095,1.2995799143982376e-07,0.15164482614800517,0.330749170239782,5137,0.23141773378447217,0.4216468756083317,Adds macro-region categories.,
m11_strict_dv,post2021,0.11148883945773734,0.01329946483020834,5.1614412644816425e-17,0.0854223673768719,0.1375553115386028,5114,0.23254825479268226,0.41728588189284316,Strict DV robustness.,
m11_strict_dv,log_amount_master,-0.003703871291870539,0.003621263881615387,0.3063968556519485,-0.010801418078352415,0.0033936754946113376,5114,0.23254825479268226,0.41728588189284316,Strict DV robustness.,
m11_strict_dv,amount_llm_regex_conflict_flag,-0.06314132585534837,0.03154458329039255,0.045322009711071504,-0.12496757301184178,-0.0013150786988549781,5114,0.23254825479268226,0.41728588189284316,Strict DV robustness.,
m11_strict_dv,amount_regex_fallback_flag,0.2419992162257406,0.045739603173138355,1.2178068109005525e-07,0.15235124133923544,0.3316471911122458,5114,0.23254825479268226,0.41728588189284316,Strict DV robustness.,
m12_event_study,log_amount_master,-0.005179613930968586,0.0036558837782991677,0.1565447860278467,-0.01234501446809917,0.001985786606161999,5119,0.23587848425950053,0.42312951748388355,Event study around 2021; 2020 is omitted reference year.,
m12_event_study,amount_llm_regex_conflict_flag,-0.041076627084373804,0.03169219489292275,0.19493697763656537,-0.10319218766552662,0.021038933496779016,5119,0.23587848425950053,0.42312951748388355,Event study around 2021; 2020 is omitted reference year.,
m12_event_study,amount_regex_fallback_flag,0.2596343050225353,0.04726961359367437,3.9600100158122525e-08,0.1669875648158086,0.35228104522926207,5119,0.23587848425950053,0.42312951748388355,Event study around 2021; 2020 is omitted reference year.,
